Unique_Name,Unique_RA,Unique_DEC,Name_RK,RAJ2000_RK,DEJ2000_RK, Type1_RK, Type2_RK, mag1_RK, Orb_Per_RK, Distance_RK, 5%_RK, 95%_RK, Name_DS, RAJ2000_DS, DEJ2000_DS, PM-RA_DS, PM-RAerr_DS, PM-Dec_DS, PM-Decerr_DS, Epoch_DS, l_DS, b_DS, Type_DS, Period_DS, Outburst_DS, Cluster_DS, Mag. Range_DS, Coord-Ref_DS, PM-Ref_DS, Type-Ref_DS, Chart-Ref_DS, Spect-Ref_DS, Period-Ref_DS, Other-Name_DS, IUE_DS, HST_DS, ARIEL5_DS, HEAO1_DS, HEAO2_DS, EXOSAT_DS, ROSAT_DS, GINGA_DS, ASCA_DS, EUVE_DS, Same_Name, Link_Name_SIMBAD, Link_Coord_SIMBAD
V1370 Aql,19 23 21.2450782211,+02 29 26.326256456, ,,, , , , , , , , V1370 Aql, 19 23 21.10, +02 29 26.1, , , , , ,39,-6, n, , 1982.07, , 6 -19.5p, C00002, , 1987-08, 1987-08, 1996-14S, , , Y, , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 23 21.10+++02 29 26.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BF Cyg,19 23 53.5009795759,+29 40 29.173306238, ,,, , , , , , , , BF Cyg, 19 23 53.57, +29 40 29.1, , , , , , , , non-cv, , , , - , , , T00000*, , , , He 3-1747, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 23 53.57+++29 40 29.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1114 Cyg,19 24 36.44,+28 26 10.5, ,,, , , , , , , , V1114 Cyg, 19 24 36.43, +28 26 10.5, , , , , ,62,5, ug, , , , 14.9p-<17p, ICRS, , 1987-04, 1987-04, , , 103.1906, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 24 36.43+++28 26 10.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1229 Aql,19 24 44.52,+04 14 48.7, ,,, , , , , , , , V1229 Aql, 19 24 44.52, +04 14 47.4, , , , , ,41,-5, na, , 1970.29, , 6.7v-19.4p, C00002, , 1987-08, 1987-08*, 1974-01X:, , , , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 24 44.52+++04 14 47.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NOVA Aql 1949,19 25 31.80,+02 47 31.9, ,,, , , , , , , , Aql, 19 25 31.8, +02 47 32.3, , , , , ,39,-6, n::, , 1949., , -19p, 1988-14, , 1988-14, 1988-14*, , , NSV 12006, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 25 31.8+++02 47 32.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1233 Aql,19 27 25.44,+02 23 03.1, ,,, , , , , , , , V1233 Aql, 19 27 25.40, +02 23 03.5,4,1,-2,0,2000,39,-6, UG, , , , 15.5p-20p, 2003-115, 2003-115, T00000, 1969-05, 2003-15S, , S 10574, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 27 25.40+++02 23 03.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NSV 24785,19 27 56.39,+03 41 42.4, ,,, , , , , , , , Aql, 19 27 56.46, +03 41 42.1, , , , , ,40,-6, UG:, , , , 14.6p-15.7p, ICRS, , T00002*, 1988-18*, , , NSV 24785, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 27 56.46+++03 41 42.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V868 Cyg,19 29 04.5,+28 54 26, ,,, , , , , , , , V868 Cyg, 19 29 04.5, +28 54 26., , , , , ,63,5, ugZ, , , , 14.3p-<17.8p, ICRS*, , 1987-04/T00000, 1987-04, 1999-08S, , VV 137, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 29 04.5+++28 54 26.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NQ Vul,19 29 14.751,+20 27 59.63, ,,, , , , , , , , NQ Vul, 19 29 14.72, +20 27 59.3, , , , , ,55,1, na, , 1976.81, , 6.0v-18.3B, ICRS, , 1987-08, 1987-08, 1996-14S, , , , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 29 14.72+++20 27 59.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1505 Cyg,19 29 49.0,+28 32 54, ,,, , , , , , , , V1505 Cyg, 19 29 49.0, +28 32 54., , , , , ,63,5, UGZ, , , , 15.2p-<17.5p, ICRS, , T00000, 1967-05*, , , SVS 1532, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 29 49.0+++28 32 54.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V793 Cyg,19 33 06.2,+33 15 37, ,,, , , , , , , , V793 Cyg, 19 33 06.2, +33 15 37., , , , , ,67,6, ugSS, , , , 14.4p-<18.5p, ICRS, , 1987-04/T00000, 1987-04, , , VV 62, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 33 06.2+++33 15 37.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
HN Cyg,19 33 39.9748921728,+28 56 14.315629843, ,,, , , , , , , , HN Cyg, 19 33 39.96, +28 56 14.1, , , , , , , , non-cv, , , , - , , , 1990-23*, , , , 294.1929, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 33 39.96+++28 56 14.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NOVA Aql 1926,19 34 44.603,+15 01 52.05, ,,, , , , , , , , EY Aql, 19 34 44.52, +15 01 51.6, , , , , ,51,-2, na:, , 1926.7, , 10.5p-20.0r, C00002, , 1987-08, 1987-08, , , SVS 202, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 34 44.52+++15 01 51.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V905 Cyg,19 35 05.60,+30 34 24.0, ,,, , , , , , , , V905 Cyg, 19 35 05.62, +30 34 23.7, , , , , ,65,4, ug, , , , 16.5p-<18.1p, ICRS, , 1987-04, 1987-04, , , VV 138, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 35 05.62+++30 34 23.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V607 Aql,19 35 25.5424068280,+00 42 41.100007529, ,,, , , , , , , , V607 Aql, 19 35 25.53, +00 42 41.0, , , , , , , , non-cv, , , , - , , , 1987-08*, , , , 31.1905/IRC 00445, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 35 25.53+++00 42 41.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
BZ Aql,19 35 29.0369579239,-01 44 18.363923085, ,,, , , , , , , , BZ Aql, 19 35 29.03, -01 44 18.4, , , , , , ,-11, non-cv, , , , -, , , T00000*, , , , HV 3799, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 35 29.03++-01 44 18.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V991 Aql,19 35 34.8380368482,+06 33 45.778826720, ,,, , , , , , , , V991 Aql, 19 35 34.84, +06 33 45.8, -0.0104,6, 0.0068,6,2000,44,-7, ugz, , , , 14.p-16.p, 2004-105, 2004-105, 1983-21, 1964-01, , , S 8125, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 35 34.84+++06 33 45.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NSV 12245,19 38 10.2125324007,+35 51 28.237563366, ,,, , , , , , , , Cyg3, 19 38 10.22, +35 51 26.9, , , , , , , , non-cv, , , , - , , , 1999-09*, , , , NSV 12245, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 38 10.22+++35 51 26.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1289 Aql,19 38 42.18,+12 16 30.3, ,,, , , , , , , , V1289 Aql, 19 38 42.18, +12 16 30.2, , , , , , ,-4, non-cv:, , , , 13p-<15.5p, ICRS, , 1995-18*, 1904-01, 1995-18S, , 67.1903, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 38 42.18+++12 16 30.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NOVA Sge 1916,19 39 08.34,+16 42 40.5, ,,, , , , , , , , SS Sge, 19 39 08.38, +16 42 39.8, , , , , , , , non-cv, , , , - , , , 1987-08*, , , , SVS 81, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 39 08.38+++16 42 39.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NOVA Sge 1977,19 39 22.02,+18 07 53.9, ,,, , , , , , , , HS Sge, 19 39 22.02, +18 07 53.9, , , , , ,54,-2, na, , 1977.02, , 7.0p-20.7B, C00002, , 1987-08, 1987-08*, 1977-02X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 39 22.02+++18 07 53.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
[WWS2006] M 55  9,19 39 41.92,-30 55 45.9, ,,, , , , , , , , Sgr, 19 39 41.92, -30 55 45.9, , , , , ,9,-23, cv, , , G, -, 2006-06, , 2006-06, , , , NGC 6809-9, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 39 41.92++-30 55 45.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NSV 24843,19 39 52,+38 17.3, ,,, , , , , , , , Cyg, 19 39 52., +38 17 17., , , , , , , , non-ex, , , , -, , , 1994-55*, , , , NSV 24843, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 39 52.+++38 17 17.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
Cl* NGC 6809    SAW V43,19 40 08.64,-30 58 52.9, ,,, , , , , , , , Sgr, 19 40 08.59, -30 58 51.1, , , , , ,9,-23, ug, , , G, 19.0V-21.9V, 2005-21, , 2005-21, 2005-21*, , , NGC 6809 CV1, , , , , , , Y, , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 40 08.59++-30 58 51.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
FY Vul,19 41 39.9333568452,+21 45 58.355654265, ,,, , , , , , , , FY Vul, 19 41 39.95, +21 45 59.0, , , , , ,58,-1, ugz, , , , 13.4B-15.3B, ICRS, , 1982-03, 1982-03, 1995-18S, , 122.1940, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 41 39.95+++21 45 59.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NOVA Aql 1946,19 42 53.0,+01 25 27, ,,, , , , , , , , V890 Aql, 19 42 53.0, +01 25 27., , , , , , , , non-ex, , 1946., , - , , , 1987-08*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 42 53.0+++01 25 27.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NSV 12329,19 43 57.0,-40 26 00, ,,, , , , , , , , Sgr1, 19 43 57., -40 26 , , , , , ,359,-26, n::, , , , - , C00003, , 1987-08, 1987-08:*, , , NSV 12329, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 43 57.++-40 26 &CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
V1285 Cyg,19 44 49.5197529509,+35 59 34.513754580, ,,, , , , , , , , V1285 Cyg, 19 44 49.56, +35 59 34.8, , , , , , , , non-cv, , , , - , , , 1987-03*, , , , VV 255, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 44 49.56+++35 59 34.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
NOVA Vul 1968 b,19 45 35.27,+28 35 29.1, ,,, , , , , , , , LU Vul, 19 45 35.27, +28 35 29.1, , , , , ,64,2, na, , 1968.56, , 9.5p-<21p, C00003, , 1987-08, 1987-08:*, 1969-01X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 45 35.27+++28 35 29.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
